Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif,Status,New location
camoix/SMSView/,https://github.com/camoix/SMSView/,38,0,0,0,38,0,0,0,0,404,
ChiminhTT/Side-Project/,https://github.com/ChiminhTT/Side-Project/,38,0,0,0,5,0,0,0,33,404,
eye2web/StageManager/,https://github.com/eye2web/StageManager/,38,38,0,0,0,0,0,0,0,200,
MiaoF/MyVariabilityModelingFramework/,https://github.com/MiaoF/MyVariabilityModelingFramework/,38,38,0,0,0,0,0,0,0,200,
N7Repository/ASML/,https://github.com/N7Repository/ASML/,38,38,0,0,0,0,0,0,0,200,
Vaa3D/vaa3d_tools/,https://github.com/Vaa3D/vaa3d_tools/,38,1,0,0,0,0,0,0,37,200,
behnamhatami/91-2-OOD-Exhibition/,https://github.com/behnamhatami/91-2-OOD-Exhibition/,38,0,0,0,38,0,0,0,0,200,
ckaestne/LEADT/,https://github.com/ckaestne/LEADT/,38,0,38,0,0,0,0,0,0,200,
sbihel/backupL2/,https://github.com/sbihel/backupL2/,38,0,0,0,9,0,0,0,29,200,
dowe/Project2/,https://github.com/dowe/Project2/,37,37,0,0,0,0,0,0,0,200,
dresden-ocl/dresdenocl/,https://github.com/dresden-ocl/dresdenocl/,37,37,0,0,0,0,0,0,0,200,
RobotML/RobotML-SDK-Juno/,https://github.com/RobotML/RobotML-SDK-Juno/,37,37,0,0,0,0,0,0,0,200,
TestingTechnologies/TTmodeler/,https://github.com/TestingTechnologies/TTmodeler/,37,37,0,0,0,0,0,0,0,301,https://github.com/SpirentTechnologies/TTmodeler
openETCS/modeling/,https://github.com/openETCS/modeling/,37,18,0,0,19,0,0,0,0,200,
IHTSDO/ISAAC/,https://github.com/IHTSDO/ISAAC/,37,37,0,0,0,0,0,0,0,404,
XiaoxiaoLiu/vaa3d-sandbox/,https://github.com/XiaoxiaoLiu/vaa3d-sandbox/,37,1,0,0,0,0,0,0,36,200,
prilutskiy/black-jack/,https://github.com/prilutskiy/black-jack/,37,37,0,0,0,0,0,0,0,404,
zyxstar/md_note/,https://github.com/zyxstar/md_note/,37,1,0,0,36,0,0,0,0,200,
sw505/code/,https://github.com/sw505/code/,37,37,0,0,0,0,0,0,0,404,
CBL-ORION/Vaa3D-mirror/,https://github.com/CBL-ORION/Vaa3D-mirror/,37,0,0,0,0,0,0,0,37,200,
VA-CTT/ISAAC-fx-gui/,https://github.com/VA-CTT/ISAAC-fx-gui/,37,37,0,0,0,0,0,0,0,404,
WSU-323-Spring2015/Course/,https://github.com/WSU-323-Spring2015/Course/,37,37,0,0,0,0,0,0,0,404,
CBL-ORION/Vaa3D-tools-mirror/,https://github.com/CBL-ORION/Vaa3D-tools-mirror/,37,0,0,0,0,0,0,0,37,200,
cormacio100/googleMapsAPI_bootstrapped/,https://github.com/cormacio100/googleMapsAPI_bootstrapped/,37,0,0,0,37,0,0,0,0,200,
BlackhoefStudios/DropIt/,https://github.com/BlackhoefStudios/DropIt/,36,36,0,0,0,0,0,0,0,200,
petrlevin/rostu/,https://github.com/petrlevin/rostu/,36,36,0,0,0,0,0,0,0,200,
Kooboo/Ecommerce/,https://github.com/Kooboo/Ecommerce/,36,36,0,0,0,0,0,0,0,404,
kwf2030/go-package-diagram/,https://github.com/kwf2030/go-package-diagram/,36,36,0,0,0,0,0,0,0,404,
activeingredient/ezComponents/,https://github.com/activeingredient/ezComponents/,36,0,0,0,36,0,0,0,0,200,
SomeNeologism/cookiecutter-csp/,https://github.com/SomeNeologism/cookiecutter-csp/,36,0,0,0,0,0,0,0,36,200,
AlexeyTipunin/FaceStreaming/,https://github.com/AlexeyTipunin/FaceStreaming/,35,35,0,0,0,0,0,0,0,404,
ascott18/PVC/,https://github.com/ascott18/PVC/,35,35,0,0,0,0,0,0,0,200,
BGCX067/faett-channel-svn-to-git/,https://github.com/BGCX067/faett-channel-svn-to-git/,35,35,0,0,0,0,0,0,0,200,
ImanuelRichter/ARdevKit/,https://github.com/ImanuelRichter/ARdevKit/,35,35,0,0,0,0,0,0,0,200,
inved1/ch.bfh.bti7301q.monopoly/,https://github.com/inved1/ch.bfh.bti7301q.monopoly/,35,35,0,0,0,0,0,0,0,200,
danotrampus/SAP-TFI/,https://github.com/danotrampus/SAP-TFI/,35,35,0,0,0,0,0,0,0,404,
james-dibble/ServiceBus/,https://github.com/james-dibble/ServiceBus/,35,35,0,0,0,0,0,0,0,200,
apache/zetacomponents/,https://github.com/apache/zetacomponents/,35,0,0,0,35,0,0,0,0,200,
ashimaabrol/azure-content/,https://github.com/ashimaabrol/azure-content/,35,0,0,0,35,0,0,0,0,200,
ldw5258/linux/,https://github.com/ldw5258/linux/,35,0,0,0,35,0,0,0,0,404,
lsolbach/MDAGenerator/,https://github.com/lsolbach/MDAGenerator/,35,0,35,0,0,0,0,0,0,200,
MohammedAnsary/Wordspace/,https://github.com/MohammedAnsary/Wordspace/,35,0,0,0,28,0,0,7,0,301,https://github.com/gonfreecs/Wordspace
yiquan/argouml/,https://github.com/yiquan/argouml/,35,0,27,0,4,0,0,0,4,301,https://github.com/yiquanzhou/argouml
JCepedaVillamayor/MonoliticAgenda/,https://github.com/JCepedaVillamayor/MonoliticAgenda/,34,0,0,0,0,0,0,34,0,404,
SC12K/PFM_IPv6Disc/,https://github.com/SC12K/PFM_IPv6Disc/,34,0,0,0,1,0,0,0,33,200,
xiaoguizi0426/DesignPattern/,https://github.com/xiaoguizi0426/DesignPattern/,34,0,0,0,0,0,0,34,0,200,
ACalitz/COS301Phase1Group1A/,https://github.com/ACalitz/COS301Phase1Group1A/,33,0,0,0,33,0,0,0,0,404,
brianolsen87/SIUE-Projects/,https://github.com/brianolsen87/SIUE-Projects/,33,0,0,0,0,33,0,0,0,404,
masudjbd/MUMScrum/,https://github.com/masudjbd/MUMScrum/,33,28,0,0,1,0,0,4,0,200,
Caresilabs/MAH_CPP_OODA/,https://github.com/Caresilabs/MAH_CPP_OODA/,33,0,0,0,3,0,0,5,25,200,
Fosstrak/fosstrak/,https://github.com/Fosstrak/fosstrak/,33,0,0,0,33,0,0,0,0,200,
ilyessou/argouml/,https://github.com/ilyessou/argouml/,33,0,25,0,4,0,0,0,4,200,
JunLeeTerry/Android-Demo/,https://github.com/JunLeeTerry/Android-Demo/,33,0,0,0,0,0,0,33,0,200,
nisdrissi/Modelisation/,https://github.com/nisdrissi/Modelisation/,33,0,0,0,7,0,0,26,0,200,
saga-project/BigJob/,https://github.com/saga-project/BigJob/,33,0,0,0,0,0,0,0,33,200,
atlanmod/org.eclipse.atl.atlMR/,https://github.com/atlanmod/org.eclipse.atl.atlMR/,32,32,0,0,0,0,0,0,0,301,https://github.com/atlanmod/EMFTVM-D
atlanmod/org.eclipse.atl.reactive/,https://github.com/atlanmod/org.eclipse.atl.reactive/,32,32,0,0,0,0,0,0,0,200,
eclipse/atl/,https://github.com/eclipse/atl/,32,32,0,0,0,0,0,0,0,404,
LinuxDoku/msc_pls/,https://github.com/LinuxDoku/msc_pls/,32,32,0,0,0,0,0,0,0,200,
lofidewanto/bitemporal-examples/,https://github.com/lofidewanto/bitemporal-examples/,32,32,0,0,0,0,0,0,0,200,
mt830813/code/,https://github.com/mt830813/code/,32,32,0,0,0,0,0,0,0,451,
nrgraham23/ChildcareApp/,https://github.com/nrgraham23/ChildcareApp/,32,32,0,0,0,0,0,0,0,200,
pcdavid/org.eclipse.sirius/,https://github.com/pcdavid/org.eclipse.sirius/,32,32,0,0,0,0,0,0,0,200,
SusirinkeLaborams/Laboras22/,https://github.com/SusirinkeLaborams/Laboras22/,32,32,0,0,0,0,0,0,0,200,
TVilaboa/ParseV2/,https://github.com/TVilaboa/ParseV2/,32,2,0,4,1,0,0,25,0,200,
python-fedex-devs/python-fedex/,https://github.com/python-fedex-devs/python-fedex/,32,0,0,0,0,0,0,0,32,200,
Rmadyun/CPE656TL/,https://github.com/Rmadyun/CPE656TL/,32,0,0,0,32,0,0,0,0,200,
smth-emacs/worg-zh/,https://github.com/smth-emacs/worg-zh/,32,0,0,0,32,0,0,0,0,200,
apromore/ApromoreDev/,https://github.com/apromore/ApromoreDev/,31,31,0,0,0,0,0,0,0,301,https://github.com/apromore/ApromoreCE_SupportLibs
lyestoo/jrefactory/,https://github.com/lyestoo/jrefactory/,31,31,0,0,0,0,0,0,0,200,
proreco/ThunderCat/,https://github.com/proreco/ThunderCat/,31,31,0,0,0,0,0,0,0,200,
yss930819/AR.DroneMultiControl/,https://github.com/yss930819/AR.DroneMultiControl/,31,31,0,0,0,0,0,0,0,200,
artist-project/ARTIST--Repository/,https://github.com/artist-project/ARTIST--Repository/,31,20,0,0,11,0,0,0,0,200,
ete3/myrentacar/,https://github.com/ete3/myrentacar/,31,0,25,0,3,0,0,0,3,200,
ramonmartinl/Themis/,https://github.com/ramonmartinl/Themis/,31,0,0,0,0,0,0,1,30,404,
joseluismolinasoria/MindMapJS/,https://github.com/joseluismolinasoria/MindMapJS/,31,0,0,0,31,0,0,0,0,200,
tqduy/SettingsPageAnimation-master/,https://github.com/tqduy/SettingsPageAnimation-master/,31,31,0,0,0,0,0,0,0,404,
rastaman/argouml-maven/,https://github.com/rastaman/argouml-maven/,31,0,25,0,2,0,0,0,4,200,
adaussy/EMFCompareGitPGM/,https://github.com/adaussy/EMFCompareGitPGM/,30,30,0,0,0,0,0,0,0,200,
bjarnigud/verk2015/,https://github.com/bjarnigud/verk2015/,30,30,0,0,0,0,0,0,0,200,
Maik1986/WebServiceManager/,https://github.com/Maik1986/WebServiceManager/,30,30,0,0,0,0,0,0,0,200,
tstune/designpattern/,https://github.com/tstune/designpattern/,30,30,0,0,0,0,0,0,0,200,
doronfeldman/VirtualMall/,https://github.com/doronfeldman/VirtualMall/,30,30,0,0,0,0,0,0,0,404,
felipegules/loro-quer-biscoito/,https://github.com/felipegules/loro-quer-biscoito/,30,0,0,0,4,18,0,8,0,404,
xtoik/AcroniManager/,https://github.com/xtoik/AcroniManager/,30,30,0,0,0,0,0,0,0,200,
plithnar/SaDProject/,https://github.com/plithnar/SaDProject/,30,29,0,0,1,0,0,0,0,200,
AuroraSyN/UNI-Heidelberg-isw1516/,https://github.com/AuroraSyN/UNI-Heidelberg-isw1516/,30,0,0,0,30,0,0,0,0,301,https://github.com/etJ-sad/MovieManagerGWT
carlosaml/argouml/,https://github.com/carlosaml/argouml/,30,0,25,0,1,0,0,0,4,200,
guadalinex-archive/guadalinex-v4/,https://github.com/guadalinex-archive/guadalinex-v4/,30,0,11,0,19,0,0,0,0,200,
minacode/ILIAS-Review-Project-Documentation/,https://github.com/minacode/ILIAS-Review-Project-Documentation/,30,0,0,0,30,0,0,0,0,200,
oxnz/design-patterns/,https://github.com/oxnz/design-patterns/,30,0,0,0,30,0,0,0,0,200,
soraiku/Projecte-final-CFGS/,https://github.com/soraiku/Projecte-final-CFGS/,30,0,10,0,20,0,0,0,0,200,
FSchiefer/Studienarbeit/,https://github.com/FSchiefer/Studienarbeit/,29,29,0,0,0,0,0,0,0,200,
MASARIwot/TaskSanifferMC/,https://github.com/MASARIwot/TaskSanifferMC/,29,29,0,0,0,0,0,0,0,200,
fbo3264/IrbAnalysis/,https://github.com/fbo3264/IrbAnalysis/,29,29,0,0,0,0,0,0,0,404,
memoriavirtual/memoria_virtual_doc/,https://github.com/memoriavirtual/memoria_virtual_doc/,29,28,0,0,0,0,0,1,0,200,
michael2012z/www_2ndmoon_net/,https://github.com/michael2012z/www_2ndmoon_net/,29,28,0,0,1,0,0,0,0,301,https://github.com/michael2012z/www_michael2012z_net
patrickfav/tuwien/,https://github.com/patrickfav/tuwien/,29,28,0,0,0,0,0,1,0,200,
lansdon/cpts_323/,https://github.com/lansdon/cpts_323/,29,24,0,0,5,0,0,0,0,200,
MattiasDC/SWOP/,https://github.com/MattiasDC/SWOP/,29,0,0,0,29,0,0,0,0,404,
CMPUT301F14T07/Team7-301Project/,https://github.com/CMPUT301F14T07/Team7-301Project/,29,0,0,0,26,0,0,3,0,200,
edilsonjustiniano/tcc/,https://github.com/edilsonjustiniano/tcc/,29,0,0,0,29,0,0,0,0,200,
jimmycao/workspace-jj/,https://github.com/jimmycao/workspace-jj/,29,0,0,0,0,0,0,29,0,200,
samchon/samchon.github.io/,https://github.com/samchon/samchon.github.io/,29,0,0,0,29,0,0,0,0,200,
Soriold/CSSE374-Eleven/,https://github.com/Soriold/CSSE374-Eleven/,29,0,0,0,28,0,0,1,0,200,
uNormatov/AdvancedSoftwareDesign-CourseWork/,https://github.com/uNormatov/AdvancedSoftwareDesign-CourseWork/,29,29,0,0,0,0,0,0,0,404,
drasive/docxes/,https://github.com/drasive/docxes/,28,28,0,0,0,0,0,0,0,200,
TrangDinhVan/WareHouseManagement/,https://github.com/TrangDinhVan/WareHouseManagement/,28,28,0,0,0,0,0,0,0,200,
tuiSSE/NSA4Dummies/,https://github.com/tuiSSE/NSA4Dummies/,28,28,0,0,0,0,0,0,0,200,
Whazor/Barricade/,https://github.com/Whazor/Barricade/,28,28,0,0,0,0,0,0,0,200,
martinbjeldbak/p3-project/,https://github.com/martinbjeldbak/p3-project/,28,23,0,3,2,0,0,0,0,200,
lelandbatey/cs.323.Team.Dart/,https://github.com/lelandbatey/cs.323.Team.Dart/,28,17,0,0,10,0,0,1,0,200,
henceee/1DV607/,https://github.com/henceee/1DV607/,28,16,0,0,5,0,2,5,0,200,
ramonmartinl/eFX/,https://github.com/ramonmartinl/eFX/,28,7,0,0,0,0,0,21,0,404,
edna-site/edna/,https://github.com/edna-site/edna/,28,14,14,0,0,0,0,0,0,200,
karusukun/Hoteles-el-Recuerdo/,https://github.com/karusukun/Hoteles-el-Recuerdo/,28,0,0,0,0,0,0,28,0,200,
pklapa-kkulik/project/,https://github.com/pklapa-kkulik/project/,28,0,0,0,28,0,0,0,0,200,
cderoove/damp.ekeko.snippets/,https://github.com/cderoove/damp.ekeko.snippets/,27,27,0,0,0,0,0,0,0,200,
littleyang/ThinkInJava/,https://github.com/littleyang/ThinkInJava/,27,27,0,0,0,0,0,0,0,200,
lulimarroig/CloudComputingEmbrionario/,https://github.com/lulimarroig/CloudComputingEmbrionario/,27,27,0,0,0,0,0,0,0,200,
luozengbin/dot.emacs.d/,https://github.com/luozengbin/dot.emacs.d/,27,27,0,0,0,0,0,0,0,200,
mottalrd/corretto-uml/,https://github.com/mottalrd/corretto-uml/,27,27,0,0,0,0,0,0,0,200,
jad19925/SimSYS_Marquette_SeniorDesign/,https://github.com/jad19925/SimSYS_Marquette_SeniorDesign/,27,22,0,0,3,0,0,2,0,200,
SOM-Research/EMFtoCSP/,https://github.com/SOM-Research/EMFtoCSP/,27,20,2,0,0,0,0,5,0,200,
emale001/CEN5064/,https://github.com/emale001/CEN5064/,27,6,0,0,6,3,3,9,0,200,
baygoit/GoJava/,https://github.com/baygoit/GoJava/,27,2,1,0,15,0,1,8,0,200,
BackupTheBerlios/ticketline4032-svn/,https://github.com/BackupTheBerlios/ticketline4032-svn/,27,0,0,0,27,0,0,0,0,200,
DetailedClinicalModels/Detailed-Clinical-Models/,https://github.com/DetailedClinicalModels/Detailed-Clinical-Models/,27,0,27,0,0,0,0,0,0,200,
Zanion/Hire-Me/,https://github.com/Zanion/Hire-Me/,27,27,0,0,0,0,0,0,0,404,
AlexGridasov/hf-patterns/,https://github.com/AlexGridasov/hf-patterns/,26,26,0,0,0,0,0,0,0,404,
dannylam/ogretel/,https://github.com/dannylam/ogretel/,26,26,0,0,0,0,0,0,0,200,
erlendga/TTM4905/,https://github.com/erlendga/TTM4905/,26,26,0,0,0,0,0,0,0,200,
Hatsen/Hovedopave/,https://github.com/Hatsen/Hovedopave/,26,26,0,0,0,0,0,0,0,200,
henrihs/ALeTrainSystem/,https://github.com/henrihs/ALeTrainSystem/,26,26,0,0,0,0,0,0,0,200,
jairomejia/Project-2013/,https://github.com/jairomejia/Project-2013/,26,26,0,0,0,0,0,0,0,200,
jiowchern/Regulus/,https://github.com/jiowchern/Regulus/,26,26,0,0,0,0,0,0,0,301,https://github.com/jiowchern/Regulus.Remote
lukashonke/Bactery-wars/,https://github.com/lukashonke/Bactery-wars/,26,26,0,0,0,0,0,0,0,200,
wmzy/TH/,https://github.com/wmzy/TH/,26,26,0,0,0,0,0,0,0,200,
lyhcode/oosad/,https://github.com/lyhcode/oosad/,26,25,0,0,1,0,0,0,0,200,
JaredNie/service-dev/,https://github.com/JaredNie/service-dev/,26,0,0,0,26,0,0,0,0,404,
anagno/BookShop/,https://github.com/anagno/BookShop/,26,0,0,0,10,0,0,16,0,200,
BackupTheBerlios/dpml-svn/,https://github.com/BackupTheBerlios/dpml-svn/,26,0,0,0,24,0,0,0,2,200,
fmorgner/security-patterns/,https://github.com/fmorgner/security-patterns/,26,0,0,26,0,0,0,0,0,200,
hendrikb/spatio-frontend/,https://github.com/hendrikb/spatio-frontend/,26,0,0,0,0,0,0,0,26,200,
KalleDK/KTIB/,https://github.com/KalleDK/KTIB/,26,0,0,0,26,0,0,0,0,200,
PhilipBukin/JavaCore/,https://github.com/PhilipBukin/JavaCore/,26,0,0,0,0,0,0,26,0,404,
MatthewGouws/COS301_2a/,https://github.com/MatthewGouws/COS301_2a/,26,0,0,0,26,0,0,0,0,200,
shivam1111/jjuice_addons/,https://github.com/shivam1111/jjuice_addons/,26,0,0,0,0,0,0,0,26,200,
terasolunaorg/terasolunaorg.github.com/,https://github.com/terasolunaorg/terasolunaorg.github.com/,26,0,0,0,26,0,0,0,0,200,
1-aarsproeve/1-aarsproeve/,https://github.com/1-aarsproeve/1-aarsproeve/,25,25,0,0,0,0,0,0,0,404,
fh222dt/OOAD/,https://github.com/fh222dt/OOAD/,25,25,0,0,0,0,0,0,0,200,
HardToChoose/ScheduleAnalyzer/,https://github.com/HardToChoose/ScheduleAnalyzer/,25,25,0,0,0,0,0,0,0,200,
Hdom/cfm/,https://github.com/Hdom/cfm/,25,17,0,0,0,0,0,8,0,404,
jalvarez54/NorthWind54/,https://github.com/jalvarez54/NorthWind54/,25,25,0,0,0,0,0,0,0,200,
krsumeet/Mu/,https://github.com/krsumeet/Mu/,25,25,0,0,0,0,0,0,0,301,https://github.com/kiaans/Mu
Lsdenis/WMS/,https://github.com/Lsdenis/WMS/,25,25,0,0,0,0,0,0,0,200,
oliverklee/pixy/,https://github.com/oliverklee/pixy/,25,25,0,0,0,0,0,0,0,200,
openpts/openpts/,https://github.com/openpts/openpts/,25,25,0,0,0,0,0,0,0,200,
peterantonyrausch/tca-sorteador/,https://github.com/peterantonyrausch/tca-sorteador/,25,25,0,0,0,0,0,0,0,200,
piiskop/pstk/,https://github.com/piiskop/pstk/,25,25,0,0,0,0,0,0,0,200,
siwiwit/acceleo-jee/,https://github.com/siwiwit/acceleo-jee/,25,25,0,0,0,0,0,0,0,200,
moliz/moliz/,https://github.com/moliz/moliz/,25,24,1,0,0,0,0,0,0,200,
lsolbach/MDDGenerator/,https://github.com/lsolbach/MDDGenerator/,25,0,25,0,0,0,0,0,0,200,
new482/SAD2014/,https://github.com/new482/SAD2014/,25,0,0,6,11,0,0,4,4,200,
newnok6/SeniorProject/,https://github.com/newnok6/SeniorProject/,25,0,0,0,19,0,0,6,0,200,
qtproject/qtmodeling/,https://github.com/qtproject/qtmodeling/,25,0,25,0,0,0,0,0,0,301,https://github.com/qt/qtmodeling
VincentBLortie/Virtual-Anatomy-Lab/,https://github.com/VincentBLortie/Virtual-Anatomy-Lab/,25,25,0,0,0,0,0,0,0,404,
ZsZs/ProcessPuzzleFramework/,https://github.com/ZsZs/ProcessPuzzleFramework/,25,0,0,0,0,2,0,0,23,200,
avilin/Booster/,https://github.com/avilin/Booster/,24,24,0,0,0,0,0,0,0,200,
james-dibble/Embedded-Systems-Assignment/,https://github.com/james-dibble/Embedded-Systems-Assignment/,24,24,0,0,0,0,0,0,0,200,
Svae/TrainLogger/,https://github.com/Svae/TrainLogger/,24,24,0,0,0,0,0,0,0,200,
animesks/projects/,https://github.com/animesks/projects/,24,0,0,0,24,0,0,0,0,404,
wycka146/Package2Go/,https://github.com/wycka146/Package2Go/,24,24,0,0,0,0,0,0,0,200,
abdush/BPMN2StateChart/,https://github.com/abdush/BPMN2StateChart/,24,23,0,0,1,0,0,0,0,200,
ed222gg/1DV607/,https://github.com/ed222gg/1DV607/,24,23,0,0,1,0,0,0,0,200,
rn222cx/1dv607-OOP/,https://github.com/rn222cx/1dv607-OOP/,24,17,0,0,7,0,0,0,0,200,
enorvelle/GoogleApiPython3x/,https://github.com/enorvelle/GoogleApiPython3x/,24,0,0,0,0,0,0,0,24,404,
Rohithyeravothula/MS-paint-prototype/,https://github.com/Rohithyeravothula/MS-paint-prototype/,24,17,0,0,0,1,0,6,0,200,
google-code/acceleo-jee/,https://github.com/google-code/acceleo-jee/,24,24,0,0,0,0,0,0,0,404,
iluvwnba/GymImprover/,https://github.com/iluvwnba/GymImprover/,24,24,0,0,0,0,0,0,0,404,
CCHolmgren/Portfolio/,https://github.com/CCHolmgren/Portfolio/,24,16,0,0,8,0,0,0,0,200,
of222au/1DV607-Objektorienterad-analys-och-design-med-UML/,https://github.com/of222au/1DV607-Objektorienterad-analys-och-design-med-UML/,24,15,0,0,0,0,0,9,0,301,https://github.com/olafranzen/1DV607-Objektorienterad-analys-och-design-med-UML
barisaksan/swe573/,https://github.com/barisaksan/swe573/,24,13,0,0,11,0,0,0,0,200,
rolyv/pwas/,https://github.com/rolyv/pwas/,24,12,0,0,0,0,0,12,0,200,
4IF-H4202/SysBag/,https://github.com/4IF-H4202/SysBag/,24,0,0,0,24,0,0,0,0,200,
andreendo/umlino-rea/,https://github.com/andreendo/umlino-rea/,24,0,0,0,24,0,0,0,0,200,
fmoga/google-api-python-client/,https://github.com/fmoga/google-api-python-client/,24,0,0,0,0,0,0,0,24,200,
ixchelzg/metodo-too/,https://github.com/ixchelzg/metodo-too/,24,0,0,0,24,0,0,0,0,200,
kylinsoong/kylinsoong.github.io/,https://github.com/kylinsoong/kylinsoong.github.io/,24,0,0,0,24,0,0,0,0,200,
lancerhe/lancerhe.github.io/,https://github.com/lancerhe/lancerhe.github.io/,24,0,0,0,0,0,0,24,0,200,
nam0r/Parking/,https://github.com/nam0r/Parking/,24,0,20,0,4,0,0,0,0,200,
NCIP/catissue-dynamic-extensions/,https://github.com/NCIP/catissue-dynamic-extensions/,24,0,24,0,0,0,0,0,0,200,
sevenfold-IS2011/woty_SGP/,https://github.com/sevenfold-IS2011/woty_SGP/,24,0,0,0,24,0,0,0,0,200,
sullivan-p/DesignParser/,https://github.com/sullivan-p/DesignParser/,24,0,0,0,24,0,0,0,0,200,
wxg4net/google-api-python-client/,https://github.com/wxg4net/google-api-python-client/,24,0,0,0,0,0,0,0,24,200,
cdies/labs/,https://github.com/cdies/labs/,23,23,0,0,0,0,0,0,0,200,
bpesquet/prof.bpesquet.fr/,https://github.com/bpesquet/prof.bpesquet.fr/,23,0,0,0,1,3,0,19,0,404,
jgarverick/starfish/,https://github.com/jgarverick/starfish/,23,23,0,0,0,0,0,0,0,200,
lr222gw/workshop3/,https://github.com/lr222gw/workshop3/,23,23,0,0,0,0,0,0,0,200,
monkeyR/Cinema/,https://github.com/monkeyR/Cinema/,23,23,0,0,0,0,0,0,0,200,
MrJustreborn/MechSys/,https://github.com/MrJustreborn/MechSys/,23,23,0,0,0,0,0,0,0,200,
raghurajappa/UML2SDF3/,https://github.com/raghurajappa/UML2SDF3/,23,23,0,0,0,0,0,0,0,200,
sidewinder94/Project-Generator/,https://github.com/sidewinder94/Project-Generator/,23,23,0,0,0,0,0,0,0,200,
moliz/moliz.fuml/,https://github.com/moliz/moliz.fuml/,23,18,5,0,0,0,0,0,0,200,
TsvetanMilanov/TelerikAcademyHW/,https://github.com/TsvetanMilanov/TelerikAcademyHW/,23,14,0,0,9,0,0,0,0,200,
DevRobDev/1DV407/,https://github.com/DevRobDev/1DV407/,23,13,0,0,8,0,0,2,0,301,https://github.com/Admentus64/1DV407
atilla8huno/ocmjea-design-patterns/,https://github.com/atilla8huno/ocmjea-design-patterns/,23,0,0,0,0,0,0,23,0,200,
chebz/SIL/,https://github.com/chebz/SIL/,23,0,0,0,0,0,0,23,0,200,
Conglang/conglang.github.io/,https://github.com/Conglang/conglang.github.io/,23,0,0,0,12,0,0,7,4,200,
donmurray/ramadda/,https://github.com/donmurray/ramadda/,23,0,0,0,0,0,0,23,0,200,
drypa/GofPatterns/,https://github.com/drypa/GofPatterns/,23,0,0,0,23,0,0,0,0,200,
evaldobarbosa/umbrello/,https://github.com/evaldobarbosa/umbrello/,23,0,18,0,5,0,0,0,0,200,
genomizer/genomizer-documentation/,https://github.com/genomizer/genomizer-documentation/,23,0,0,0,11,3,0,9,0,200,
grupaB3/proiectIP/,https://github.com/grupaB3/proiectIP/,23,0,0,0,21,0,0,2,0,200,
jasongonzales23/irishfest/,https://github.com/jasongonzales23/irishfest/,23,0,0,0,0,0,0,0,23,200,
JGSquared/374Project/,https://github.com/JGSquared/374Project/,23,0,0,0,23,0,0,0,0,200,
JiscPER/jper-oaipmh/,https://github.com/JiscPER/jper-oaipmh/,23,0,0,0,0,0,0,0,23,200,
RadSys/RadSysNM/,https://github.com/RadSys/RadSysNM/,23,23,0,0,0,0,0,0,0,404,
KDE/umbrello/,https://github.com/KDE/umbrello/,23,0,18,0,5,0,0,0,0,200,
kpi-r520/STP-2/,https://github.com/kpi-r520/STP-2/,23,0,0,0,23,0,0,0,0,200,
NCIP/catissue-core/,https://github.com/NCIP/catissue-core/,23,0,23,0,0,0,0,0,0,200,
svn2github/pjproject/,https://github.com/svn2github/pjproject/,23,0,0,0,23,0,0,0,0,200,
yangzhenwei-java/yzwLibrary/,https://github.com/yangzhenwei-java/yzwLibrary/,23,23,0,0,0,0,0,0,0,404,
feargood/OP-Management/,https://github.com/feargood/OP-Management/,22,22,0,0,0,0,0,0,0,200,
kavengagne/TetrisGame/,https://github.com/kavengagne/TetrisGame/,22,22,0,0,0,0,0,0,0,200,
opennms-forge/gsoc2012-opennms-logcorrelator/,https://github.com/opennms-forge/gsoc2012-opennms-logcorrelator/,22,22,0,0,0,0,0,0,0,200,
OskarKlintrot/figurkoder.se/,https://github.com/OskarKlintrot/figurkoder.se/,22,22,0,0,0,0,0,0,0,200,
carloslubbers/CSharpInvaders/,https://github.com/carloslubbers/CSharpInvaders/,22,22,0,0,0,0,0,0,0,404,
cashwu/Note/,https://github.com/cashwu/Note/,22,22,0,0,0,0,0,0,0,404,
OVME/Testclient-1.0/,https://github.com/OVME/Testclient-1.0/,22,22,0,0,0,0,0,0,0,200,
R4CLucky14/GudENuffLogin/,https://github.com/R4CLucky14/GudENuffLogin/,22,22,0,0,0,0,0,0,0,301,https://github.com/ThunderSizzle/GudENuffLogin
fenxu/azuretest1/,https://github.com/fenxu/azuretest1/,22,0,0,0,22,0,0,0,0,404,
